OK
1478534827.493127 [0 127.0.0.1:59090] "PING"
1478534827.627043 [0 127.0.0.1:59090] "PUBLISH" "__sentinel__:hello" "127.0.0.1,26379,621eb09afc638230290dad249682c70ee6c96319,0,mymaster,127.0.0.1,6379,0"
1478534828.533522 [0 127.0.0.1:59090] "PING"
1478534829.251243 [0 127.0.0.1:42699] "HGETALL" "user4153387984724034032"
1478534829.251404 [0 127.0.0.1:42699] "HGETALL" "user2071219101098386137"
1478534829.251573 [0 127.0.0.1:42699] "HGETALL" "user1458105806714631927"
1478534829.251757 [0 127.0.0.1:42699] "HGETALL" "user7239392455378749137"
1478534829.251919 [0 127.0.0.1:42699] "HGETALL" "user4303534508065975546"
1478534829.252095 [0 127.0.0.1:42699] "HGETALL" "user1574547450115260661"
1478534829.252272 [0 127.0.0.1:42699] "HGETALL" "user2408371864701034737"
1478534829.252431 [0 127.0.0.1:42699] "HGETALL" "user6862728708791239180"
1478534829.252589 [0 127.0.0.1:42699] "HGETALL" "user7803280757444808063"
1478534829.252806 [0 127.0.0.1:42699] "HGETALL" "user744630941818771935"
1478534829.252968 [0 127.0.0.1:42699] "HGETALL" "user3127092872128302858"
1478534829.253136 [0 127.0.0.1:42699] "HGETALL" "user2509293395725280967"
1478534829.253313 [0 127.0.0.1:42699] "HGETALL" "user2755115307560060582"
1478534829.253474 [0 127.0.0.1:42699] "HGETALL" "user5470043819452972424"
1478534829.253631 [0 127.0.0.1:42699] "HGETALL" "user778895782272225163"
1478534829.253792 [0 127.0.0.1:42699] "HGETALL" "user1332851759787608279"
1478534829.253963 [0 127.0.0.1:42699] "HGETALL" "user9110564228135211093"
1478534829.254123 [0 127.0.0.1:42699] "HGETALL" "user763935630407983107"
1478534829.254301 [0 127.0.0.1:42699] "HGETALL" "user1583359853641655575"
1478534829.254462 [0 127.0.0.1:42699] "HGETALL" "user8285893862370130496"
1478534829.254621 [0 127.0.0.1:42699] "HGETALL" "user6622152939487867694"
1478534829.254782 [0 127.0.0.1:42699] "HGETALL" "user3237946727703224898"
1478534829.254950 [0 127.0.0.1:42699] "HGETALL" "user3338649943509629245"
1478534829.255110 [0 127.0.0.1:42699] "HGETALL" "user2408371864701034737"
1478534829.255308 [0 127.0.0.1:42699] "HGETALL" "user5817347222824138717"
1478534829.255487 [0 127.0.0.1:42699] "HGETALL" "user2423550331783118676"
1478534829.255679 [0 127.0.0.1:42699] "HGETALL" "user2428236513802386357"
1478534829.255843 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.256001 [0 127.0.0.1:42699] "HGETALL" "user6395635716242299251"
1478534829.256161 [0 127.0.0.1:42699] "HGETALL" "user8633197265741296789"
1478534829.256407 [0 127.0.0.1:42699] "HGETALL" "user4519777761466569614"
1478534829.256567 [0 127.0.0.1:42699] "HGETALL" "user6419968232145076669"
1478534829.257142 [0 127.0.0.1:42699] "HGETALL" "user4887069144015544209"
1478534829.257327 [0 127.0.0.1:42699] "HGETALL" "user7913916297801888220"
1478534829.257494 [0 127.0.0.1:42699] "HGETALL" "user291938140621933614"
1478534829.257660 [0 127.0.0.1:42699] "HGETALL" "user6978610391679727466"
1478534829.257822 [0 127.0.0.1:42699] "HGETALL" "user8874114680338966840"
1478534829.257981 [0 127.0.0.1:42699] "HGETALL" "user3237946727703224898"
1478534829.258137 [0 127.0.0.1:42699] "HGETALL" "user2880929314999224678"
1478534829.258312 [0 127.0.0.1:42699] "HGETALL" "user3826167545672061242"
1478534829.258471 [0 127.0.0.1:42699] "HGETALL" "user744630941818771935"
1478534829.258627 [0 127.0.0.1:42699] "HGETALL" "user3353610095373871301"
1478534829.258889 [0 127.0.0.1:42699] "HGETALL" "user2644821412497278990"
1478534829.259106 [0 127.0.0.1:42699] "HGETALL" "user774209600252957482"
1478534829.259284 [0 127.0.0.1:42699] "HGETALL" "user4992116896546917672"
1478534829.259445 [0 127.0.0.1:42699] "HGETALL" "user4038066262347686194"
1478534829.259616 [0 127.0.0.1:42699] "HGETALL" "user402232035684715206"
1478534829.259775 [0 127.0.0.1:42699] "HGETALL" "user8048884354061745795"
1478534829.259965 [0 127.0.0.1:42699] "HGETALL" "user4278642031651057680"
1478534829.260153 [0 127.0.0.1:42699] "HGETALL" "user2509293395725280967"
1478534829.260329 [0 127.0.0.1:42699] "HGETALL" "user885063455827879522"
1478534829.260487 [0 127.0.0.1:42699] "HGETALL" "user1005413005517793606"
1478534829.260646 [0 127.0.0.1:42699] "HGETALL" "user6169460138291029373"
1478534829.260804 [0 127.0.0.1:42699] "HGETALL" "user8999368727265990488"
1478534829.260974 [0 127.0.0.1:42699] "HGETALL" "user3821481363652793561"
1478534829.261138 [0 127.0.0.1:42699] "HGETALL" "user5952315279083996292"
1478534829.261312 [0 127.0.0.1:42699] "HGETALL" "user8627391162697748212"
1478534829.261469 [0 127.0.0.1:42699] "HGETALL" "user6521231408463621464"
1478534829.261639 [0 127.0.0.1:42699] "HGETALL" "user4298848326046707865"
1478534829.261798 [0 127.0.0.1:42699] "HGETALL" "user1805750855380096785"
1478534829.261959 [0 127.0.0.1:42699] "HGETALL" "user2393971673348933129"
1478534829.262121 [0 127.0.0.1:42699] "HGETALL" "user2282216211967572076"
1478534829.262297 [0 127.0.0.1:42699] "HGETALL" "user5933010590494785120"
1478534829.262455 [0 127.0.0.1:42699] "HGETALL" "user7123510772490260851"
1478534829.262615 [0 127.0.0.1:42699] "HGETALL" "user4872108992151302153"
1478534829.262773 [0 127.0.0.1:42699] "HGETALL" "user784141924803633292"
1478534829.262974 [0 127.0.0.1:42699] "HGETALL" "user2529499690120931152"
1478534829.263154 [0 127.0.0.1:42699] "HGETALL" "user3826167545672061242"
1478534829.263367 [0 127.0.0.1:42699] "HGETALL" "user1337537941806875960"
1478534829.263528 [0 127.0.0.1:42699] "HGETALL" "user2171580671610491919"
1478534829.263689 [0 127.0.0.1:42699] "HGETALL" "user4298848326046707865"
1478534829.263845 [0 127.0.0.1:42699] "HGETALL" "user8743832806098376946"
1478534829.264003 [0 127.0.0.1:42699] "HGETALL" "user5817347222824138717"
1478534829.264159 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.264342 [0 127.0.0.1:42699] "HGETALL" "user4288574356201733490"
1478534829.264503 [0 127.0.0.1:42699] "HGETALL" "user1583919814153796023"
1478534829.264661 [0 127.0.0.1:42699] "HGETALL" "user4187652825177487260"
1478534829.264819 [0 127.0.0.1:42699] "HGETALL" "user412506005529689581"
1478534829.265034 [0 127.0.0.1:42699] "HGETALL" "user3825389269942078911"
1478534829.265194 [0 127.0.0.1:42699] "HGETALL" "user3348923913354603620"
1478534829.265368 [0 127.0.0.1:42699] "HGETALL" "user7325695479833051876"
1478534829.265569 [0 127.0.0.1:42699] "HGETALL" "user3931556943497733270"
1478534829.265737 [0 127.0.0.1:42699] "HGETALL" "user6173586359798156606"
1478534829.265894 [0 127.0.0.1:42699] "HGETALL" "user6998256725563237203"
1478534829.266066 [0 127.0.0.1:42699] "HGETALL" "user6647045415902785560"
1478534829.266265 [0 127.0.0.1:42699] "HGETALL" "user6767053320298401079"
1478534829.266425 [0 127.0.0.1:42699] "HGETALL" "user1945405093659222041"
1478534829.266582 [0 127.0.0.1:42699] "HGETALL" "user9114690449642338326"
1478534829.266740 [0 127.0.0.1:42699] "HGETALL" "user8854468346455457103"
1478534829.266907 [0 127.0.0.1:42699] "HGETALL" "user5127644913318915695"
1478534829.267066 [0 127.0.0.1:42699] "HGETALL" "user9110004267623070645"
1478534829.267242 [0 127.0.0.1:42699] "HGETALL" "user3474177960281627268"
1478534829.267409 [0 127.0.0.1:42699] "HGETALL" "user9090357933739560908"
1478534829.267574 [0 127.0.0.1:42699] "HGETALL" "user3710627508077871521"
1478534829.267739 [0 127.0.0.1:42699] "HGETALL" "user7571517391667831491"
1478534829.267937 [0 127.0.0.1:42699] "HGETALL" "user3936243125517000951"
1478534829.268110 [0 127.0.0.1:42699] "HGETALL" "user8155611988129540602"
1478534829.268301 [0 127.0.0.1:42699] "HGETALL" "user1111580679073447965"
1478534829.268563 [0 127.0.0.1:42699] "HGETALL" "user2866310808429281187"
1478534829.268723 [0 127.0.0.1:42699] "HGETALL" "user4172692673313245204"
1478534829.268881 [0 127.0.0.1:42699] "HGETALL" "user3232700585171816769"
1478534829.269039 [0 127.0.0.1:42699] "HGETALL" "user3931556943497733270"
1478534829.269195 [0 127.0.0.1:42699] "HGETALL" "user6747406986414891342"
1478534829.269449 [0 127.0.0.1:42699] "HGETALL" "user784141924803633292"
1478534829.269607 [0 127.0.0.1:42699] "HGETALL" "user7456195669291483653"
1478534829.269780 [0 127.0.0.1:42699] "HGETALL" "user5107780264217564075"
1478534829.269939 [0 127.0.0.1:42699] "HGETALL" "user8044416487260319997"
1478534829.270095 [0 127.0.0.1:42699] "HGETALL" "user8396529402727210653"
1478534829.270277 [0 127.0.0.1:42699] "HGETALL" "user6756779350453426704"
1478534829.270436 [0 127.0.0.1:42699] "HGETALL" "user6415282050125808988"
1478534829.270593 [0 127.0.0.1:42699] "HGETALL" "user7350587956247969742"
1478534829.270751 [0 127.0.0.1:42699] "HGETALL" "user3589717997875816989"
1478534829.270931 [0 127.0.0.1:42699] "HGETALL" "user2398657855368200810"
1478534829.271091 [0 127.0.0.1:42699] "HGETALL" "user2413058046720302418"
1478534829.271267 [0 127.0.0.1:42699] "HGETALL" "user2529499690120931152"
1478534829.271423 [0 127.0.0.1:42699] "HGETALL" "user2041640442664200590"
1478534829.271603 [0 127.0.0.1:42699] "HGETALL" "user8622704980678480531"
1478534829.271761 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.271917 [0 127.0.0.1:42699] "HGETALL" "user2051354451997034517"
1478534829.272120 [0 127.0.0.1:42699] "HGETALL" "user7104206083901049679"
1478534829.272312 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.272470 [0 127.0.0.1:42699] "HGETALL" "user3820703087922811230"
1478534829.272628 [0 127.0.0.1:42699] "HGETALL" "user3343117810311055043"
1478534829.272785 [0 127.0.0.1:42699] "HGETALL" "user4394523714539545966"
1478534829.272942 [0 127.0.0.1:42699] "HGETALL" "user4997144723860483918"
1478534829.273120 [0 127.0.0.1:42699] "HGETALL" "user4992116896546917672"
1478534829.273294 [0 127.0.0.1:42699] "HGETALL" "user6636771446057811185"
1478534829.273454 [0 127.0.0.1:42699] "HGETALL" "user3237946727703224898"
1478534829.273609 [0 127.0.0.1:42699] "HGETALL" "user1578673671622387894"
1478534829.273804 [0 127.0.0.1:42699] "HGETALL" "user4153387984724034032"
1478534829.273963 [0 127.0.0.1:42699] "HGETALL" "user8758232997450478554"
1478534829.274120 [0 127.0.0.1:42699] "HGETALL" "user5595857826892136520"
1478534829.274309 [0 127.0.0.1:42699] "HGETALL" "user2750429125540792901"
1478534829.274477 [0 127.0.0.1:42699] "HGETALL" "user181302600264853457"
1478534829.274635 [0 127.0.0.1:42699] "HGETALL" "user4153387984724034032"
1478534829.274805 [0 127.0.0.1:42699] "HGETALL" "user6285000175885219094"
1478534829.275048 [0 127.0.0.1:42699] "HGETALL" "user2755675268072201030"
1478534829.275207 [0 127.0.0.1:42699] "HGETALL" "user2277530029948304395"
1478534829.275409 [0 127.0.0.1:42699] "HGETALL" "user4645591768905733710"
1478534829.275568 [0 127.0.0.1:42699] "HGETALL" "user5228908089637460490"
1478534829.275726 [0 127.0.0.1:42699] "HGETALL" "user4283669858964623926"
1478534829.275886 [0 127.0.0.1:42699] "HGETALL" "user885063455827879522"
1478534829.276087 [0 127.0.0.1:42699] "HGETALL" "user2509293395725280967"
1478534829.276260 [0 127.0.0.1:42699] "HGETALL" "user3916938436927789779"
1478534829.276433 [0 127.0.0.1:42699] "HGETALL" "user1352498093671118016"
1478534829.276609 [0 127.0.0.1:42699] "HGETALL" "user6862728708791239180"
1478534829.276766 [0 127.0.0.1:42699] "HGETALL" "user3821263048434951678"
1478534829.276949 [0 127.0.0.1:42699] "HGETALL" "user5007637008923300176"
1478534829.277135 [0 127.0.0.1:42699] "HGETALL" "user3806302896570709622"
1478534829.277383 [0 127.0.0.1:42699] "HGETALL" "user5706493367249216677"
1478534829.277556 [0 127.0.0.1:42699] "HGETALL" "user6164213995759621244"
1478534829.277742 [0 127.0.0.1:42699] "HGETALL" "user5817347222824138717"
1478534829.277901 [0 127.0.0.1:42699] "HGETALL" "user3227796087934707205"
1478534829.278070 [0 127.0.0.1:42699] "HGETALL" "user8421080233847829954"
1478534829.278266 [0 127.0.0.1:42699] "HGETALL" "user3916938436927789779"
1478534829.278435 [0 127.0.0.1:42699] "HGETALL" "user5450397485569462687"
1478534829.278594 [0 127.0.0.1:42699] "HGETALL" "user4519559446248727731"
1478534829.278752 [0 127.0.0.1:42699] "HGETALL" "user6742720804395623661"
1478534829.278956 [0 127.0.0.1:42699] "HGETALL" "user3005965046708406443"
1478534829.279118 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.279302 [0 127.0.0.1:42699] "HGETALL" "user4187652825177487260"
1478534829.279459 [0 127.0.0.1:42699] "HGETALL" "user4515651539959442381"
1478534829.279649 [0 127.0.0.1:42699] "HGETALL" "user8758232997450478554"
1478534829.279806 [0 127.0.0.1:42699] "HGETALL" "user8752645209624771860"
1478534829.279966 [0 127.0.0.1:42699] "HGETALL" "user4736362660161462247"
1478534829.280172 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.280355 [0 127.0.0.1:42699] "HGETALL" "user8164424391655935516"
1478534829.280515 [0 127.0.0.1:42699] "HGETALL" "user6767053320298401079"
1478534829.280680 [0 127.0.0.1:42699] "HGETALL" "user5465015992139406178"
1478534829.280904 [0 127.0.0.1:42699] "HGETALL" "user5228908089637460490"
1478534829.281140 [0 127.0.0.1:42699] "HGETALL" "user4519559446248727731"
1478534829.281317 [0 127.0.0.1:42699] "HGETALL" "user8421080233847829954"
1478534829.281474 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.281656 [0 127.0.0.1:42699] "HGETALL" "user5817347222824138717"
1478534829.281815 [0 127.0.0.1:42699] "HGETALL" "user6641457628077078866"
1478534829.281984 [0 127.0.0.1:42699] "HGETALL" "user533073870437445548"
1478534829.282165 [0 127.0.0.1:42699] "HGETALL" "user4997144723860483918"
1478534829.282336 [0 127.0.0.1:42699] "HGETALL" "user2509293395725280967"
1478534829.282519 [0 127.0.0.1:42699] "HGETALL" "user8522343410166374749"
1478534829.282676 [0 127.0.0.1:42699] "HGETALL" "user5561033025926542844"
1478534829.282841 [0 127.0.0.1:42699] "HGETALL" "user1945965054171362489"
1478534829.283047 [0 127.0.0.1:42699] "HGETALL" "user4389837532520278285"
1478534829.283251 [0 127.0.0.1:42699] "HGETALL" "user8421080233847829954"
1478534829.283410 [0 127.0.0.1:42699] "HGETALL" "user2172482277416930932"
1478534829.283580 [0 127.0.0.1:42699] "HGETALL" "user4505159254896626123"
1478534829.283739 [0 127.0.0.1:42699] "HGETALL" "user6395635716242299251"
1478534829.283936 [0 127.0.0.1:42699] "HGETALL" "user4505159254896626123"
1478534829.284094 [0 127.0.0.1:42699] "HGETALL" "user6516203581150055218"
1478534829.284268 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.284424 [0 127.0.0.1:42699] "HGETALL" "user5580337714515754016"
1478534829.284582 [0 127.0.0.1:42699] "HGETALL" "user5127644913318915695"
1478534829.284750 [0 127.0.0.1:42699] "HGETALL" "user663014099383736877"
1478534829.284917 [0 127.0.0.1:42699] "HGETALL" "user8874114680338966840"
1478534829.285073 [0 127.0.0.1:42699] "HGETALL" "user4534737913330811670"
1478534829.285245 [0 127.0.0.1:42699] "HGETALL" "user4177720500626811450"
1478534829.285425 [0 127.0.0.1:42699] "HGETALL" "user7832859415878993610"
1478534829.285594 [0 127.0.0.1:42699] "HGETALL" "user1467819816047465854"
1478534829.285813 [0 127.0.0.1:42699] "HGETALL" "user4515651539959442381"
1478534829.285969 [0 127.0.0.1:42699] "HGETALL" "user4293602183515299736"
1478534829.286148 [0 127.0.0.1:42699] "HGETALL" "user985766671634283869"
1478534829.286376 [0 127.0.0.1:42699] "HGETALL" "user4866862849619894024"
1478534829.286544 [0 127.0.0.1:42699] "HGETALL" "user5585365541829320262"
1478534829.286702 [0 127.0.0.1:42699] "HGETALL" "user5479976144003648234"
1478534829.286908 [0 127.0.0.1:42699] "HGETALL" "user6149253843895379188"
1478534829.287067 [0 127.0.0.1:42699] "HGETALL" "user4404797684384520341"
1478534829.287283 [0 127.0.0.1:42699] "HGETALL" "user4997144723860483918"
1478534829.287481 [0 127.0.0.1:42699] "HGETALL" "user4997922999590466249"
1478534829.287642 [0 127.0.0.1:42699] "HGETALL" "user3826167545672061242"
1478534829.287798 [0 127.0.0.1:42699] "HGETALL" "user2162208307571956557"
1478534829.287956 [0 127.0.0.1:42699] "HGETALL" "user5817128907606296834"
1478534829.288135 [0 127.0.0.1:42699] "HGETALL" "user4645591768905733710"
1478534829.288309 [0 127.0.0.1:42699] "HGETALL" "user4187652825177487260"
1478534829.288466 [0 127.0.0.1:42699] "HGETALL" "user2297736324343954580"
1478534829.288623 [0 127.0.0.1:42699] "HGETALL" "user5219194080304626563"
1478534829.288798 [0 127.0.0.1:42699] "HGETALL" "user5354162136564484138"
1478534829.288970 [0 127.0.0.1:42699] "HGETALL" "user2292708497030388334"
1478534829.289157 [0 127.0.0.1:42699] "HGETALL" "user7456195669291483653"
1478534829.289345 [0 127.0.0.1:42699] "HGETALL" "user4278642031651057680"
1478534829.289514 [0 127.0.0.1:42699] "HGETALL" "user3468931817750219139"
1478534829.289698 [0 127.0.0.1:42699] "HGETALL" "user5817347222824138717"
1478534829.289859 [0 127.0.0.1:42699] "HGETALL" "user5817347222824138717"
1478534829.290072 [0 127.0.0.1:42699] "HGETALL" "user1472505998066733535"
1478534829.290257 [0 127.0.0.1:42699] "HGETALL" "user7591723686063481676"
1478534829.290432 [0 127.0.0.1:42699] "HGETALL" "user658327917364469196"
1478534829.290622 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.290785 [0 127.0.0.1:42699] "HGETALL" "user1472505998066733535"
1478534829.290956 [0 127.0.0.1:42699] "HGETALL" "user2191786966006142104"
1478534829.291120 [0 127.0.0.1:42699] "HGETALL" "user7008189050113913013"
1478534829.291326 [0 127.0.0.1:42699] "HGETALL" "user4404797684384520341"
1478534829.291488 [0 127.0.0.1:42699] "HGETALL" "user2408371864701034737"
1478534829.291651 [0 127.0.0.1:42699] "HGETALL" "user5802728716254195226"
1478534829.291839 [0 127.0.0.1:42699] "HGETALL" "user1699801497042284309"
1478534829.292017 [0 127.0.0.1:42699] "HGETALL" "user773649639740817034"
1478534829.292180 [0 127.0.0.1:42699] "HGETALL" "user3599991967720791364"
1478534829.292360 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.292547 [0 127.0.0.1:42699] "HGETALL" "user6184078644860972864"
1478534829.292713 [0 127.0.0.1:42699] "HGETALL" "user2745182983009384772"
1478534829.292876 [0 127.0.0.1:42699] "HGETALL" "user3001497179906980645"
1478534829.293040 [0 127.0.0.1:42699] "HGETALL" "user8994122584734582359"
1478534829.293203 [0 127.0.0.1:42699] "HGETALL" "user4520337721978710062"
1478534829.293431 [0 127.0.0.1:42699] "HGETALL" "user9110564228135211093"
1478534829.293596 [0 127.0.0.1:42699] "HGETALL" "user5354162136564484138"
1478534829.293757 [0 127.0.0.1:42699] "HGETALL" "user4409142221109489457"
1478534829.293921 [0 127.0.0.1:42699] "HGETALL" "user8270933710505888440"
1478534829.294120 [0 127.0.0.1:42699] "HGETALL" "user6511517399130787537"
1478534829.294314 [0 127.0.0.1:42699] "HGETALL" "user6862728708791239180"
1478534829.294477 [0 127.0.0.1:42699] "HGETALL" "user5001830905879751599"
1478534829.294640 [0 127.0.0.1:42699] "HGETALL" "user8396187757432912088"
1478534829.294842 [0 127.0.0.1:42699] "HGETALL" "user176056457733445328"
1478534829.295008 [0 127.0.0.1:42699] "HGETALL" "user1829523410770733755"
1478534829.295171 [0 127.0.0.1:42699] "HGETALL" "user6742720804395623661"
1478534829.295362 [0 127.0.0.1:42699] "HGETALL" "user8155052027617400154"
1478534829.295541 [0 127.0.0.1:42699] "HGETALL" "user7827613273347585481"
1478534829.295706 [0 127.0.0.1:42699] "HGETALL" "user4278642031651057680"
1478534829.295867 [0 127.0.0.1:42699] "HGETALL" "user6636553130839969302"
1478534829.296044 [0 127.0.0.1:42699] "HGETALL" "user1593633823486629950"
1478534829.296209 [0 127.0.0.1:42699] "HGETALL" "user2156962165040548428"
1478534829.296389 [0 127.0.0.1:42699] "HGETALL" "user3237728412485383015"
1478534829.296552 [0 127.0.0.1:42699] "HGETALL" "user5344448127231650211"
1478534829.296734 [0 127.0.0.1:42699] "HGETALL" "user3237946727703224898"
1478534829.296897 [0 127.0.0.1:42699] "HGETALL" "user8747959027605504179"
1478534829.297058 [0 127.0.0.1:42699] "HGETALL" "user1468598091777448185"
1478534829.297234 [0 127.0.0.1:42699] "HGETALL" "user195921106834796948"
1478534829.297446 [0 127.0.0.1:42699] "HGETALL" "user5691533215384974621"
1478534829.297609 [0 127.0.0.1:42699] "HGETALL" "user5817347222824138717"
1478534829.297770 [0 127.0.0.1:42699] "HGETALL" "user6511517399130787537"
1478534829.297930 [0 127.0.0.1:42699] "HGETALL" "user276977988757691558"
1478534829.298127 [0 127.0.0.1:42699] "HGETALL" "user3584813500638707425"
1478534829.298364 [0 127.0.0.1:42699] "HGETALL" "user4153387984724034032"
1478534829.298541 [0 127.0.0.1:42699] "HGETALL" "user1236616410782629730"
1478534829.298719 [0 127.0.0.1:42699] "HGETALL" "user4153387984724034032"
1478534829.298894 [0 127.0.0.1:42699] "HGETALL" "user3826167545672061242"
1478534829.299046 [0 127.0.0.1:42699] "HGETALL" "user5098066254884730148"
1478534829.299197 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.299380 [0 127.0.0.1:42699] "HGETALL" "user1935472769108546231"
1478534829.299534 [0 127.0.0.1:42699] "HGETALL" "user5912804296099134935"
1478534829.299686 [0 127.0.0.1:42699] "HGETALL" "user6501025114067971279"
1478534829.299837 [0 127.0.0.1:42699] "HGETALL" "user1573987489603120213"
1478534829.300035 [0 127.0.0.1:42699] "HGETALL" "user5827061232156972644"
1478534829.300197 [0 127.0.0.1:42699] "HGETALL" "user6993788858761811405"
1478534829.300364 [0 127.0.0.1:42699] "HGETALL" "user70107099395632852"
1478534829.300880 [0 127.0.0.1:42699] "HGETALL" "user4037506301835545746"
1478534829.301036 [0 127.0.0.1:42699] "HGETALL" "user3916938436927789779"
1478534829.301189 [0 127.0.0.1:42699] "HGETALL" "user2740496800990117091"
1478534829.301358 [0 127.0.0.1:42699] "HGETALL" "user6163872350465322679"
1478534829.301542 [0 127.0.0.1:42699] "HGETALL" "user4736362660161462247"
1478534829.301688 [0 127.0.0.1:42699] "HGETALL" "user9115250410154478774"
1478534829.301864 [0 127.0.0.1:42699] "HGETALL" "user427124512099633072"
1478534829.302011 [0 127.0.0.1:42699] "HGETALL" "user2041640442664200590"
1478534829.302156 [0 127.0.0.1:42699] "HGETALL" "user980520529102875740"
1478534829.302318 [0 127.0.0.1:42699] "HGETALL" "user3705381365546463392"
1478534829.302498 [0 127.0.0.1:42699] "HGETALL" "user6862728708791239180"
1478534829.302711 [0 127.0.0.1:42699] "HGETALL" "user185428821771980690"
1478534829.302918 [0 127.0.0.1:42699] "HGETALL" "user6521231408463621464"
1478534829.303065 [0 127.0.0.1:42699] "HGETALL" "user4756227309262813867"
1478534829.303210 [0 127.0.0.1:42699] "HGETALL" "user7224992264026647529"
1478534829.303429 [0 127.0.0.1:42699] "HGETALL" "user7345901774228702061"
1478534829.303576 [0 127.0.0.1:42699] "HGETALL" "user7682152932024911648"
1478534829.303720 [0 127.0.0.1:42699] "HGETALL" "user7466127993842159463"
1478534829.303864 [0 127.0.0.1:42699] "HGETALL" "user3826167545672061242"
1478534829.304007 [0 127.0.0.1:42699] "HGETALL" "user2408030219406736172"
1478534829.304151 [0 127.0.0.1:42699] "HGETALL" "user1704269363843710107"
1478534829.304319 [0 127.0.0.1:42699] "HGETALL" "user398105814177587973"
1478534829.304463 [0 127.0.0.1:42699] "HGETALL" "user8652283639112666078"
1478534829.304654 [0 127.0.0.1:42699] "HGETALL" "user3599432007208650916"
1478534829.304823 [0 127.0.0.1:42699] "HGETALL" "user4288574356201733490"
1478534829.304983 [0 127.0.0.1:42699] "HGETALL" "user5108558539947546406"
1478534829.305127 [0 127.0.0.1:42699] "HGETALL" "user6419968232145076669"
1478534829.305291 [0 127.0.0.1:42699] "HGETALL" "user774209600252957482"
1478534829.305437 [0 127.0.0.1:42699] "HGETALL" "user1593633823486629950"
1478534829.305580 [0 127.0.0.1:42699] "HGETALL" "user3946517095361975326"
1478534829.587493 [0 127.0.0.1:59090] "PING"
1478534829.640115 [0 127.0.0.1:59090] "PUBLISH" "__sentinel__:hello" "127.0.0.1,26379,621eb09afc638230290dad249682c70ee6c96319,0,mymaster,127.0.0.1,6379,0"
1478534830.597327 [0 127.0.0.1:59090] "PING"
